TransFactor	Target
ARNT	PPIC
ARNT	PPIF
ARNT	PPP3R1
ARNT	PQBP1
ARNT	PRDM4
ARNT	PRDX1
ARNT	PRELID1
ARNT	PRICKLE2
ARNT	PRKG1
ARNT	PRSS36
ARNT	PSMD13
ARNT	PTCH1
ARNT	PTRH1
ARNT	PUF60
ARNT	PURA
ARNT	PUS1
ARNT	PUS7L
ARNT	PUSL1
ARNT	QKI
ARNT	RAB11FIP2
ARNT	RAB39A
ARNT	RAB3GAP2
ARNT	RABAC1
ARNT	RABEP1
ARNT	RAD23A
ARNT	RAI14
ARNT	RALBP1
ARNT	RALGAPA2
ARNT	RANGRF
ARNT	RASEF
ARNT	RASSF2
ARNT	RBM15
ARNT	RBM18
ARNT	RBX1
ARNT	RC3H2
ARNT	RCBTB1
ARNT	RCCD1
ARNT	REPIN1
ARNT	RGL1
ARNT	RHBDD3
ARNT	RHEB
ARNT	RIC1
ARNT	RLF
ARNT	RNASEK
ARNT	RNF135
ARNT	RNF181
ARNT	RNF219
ARNT	RNF38
ARNT	RNF7
ARNT	ROR1
ARNT	RPA1
ARNT	RPL13
ARNT	RPL22L1
ARNT	RPL39
ARNT	RPS15
ARNT	RPUSD1
ARNT	RRAGC
ARNT	RRP15
ARNT	RSPH3
ARNT	RSPRY1
ARNT	SAC3D1
ARNT	SASH1
ARNT	SCAND1
ARNT	SCO2
ARNT	SCYL1
ARNT	SERF2
ARNT	SETD7
ARNT	SFMBT2
ARNT	SGTA
ARNT	SH2B3
ARNT	SH3GL1
ARNT	SHE
ARNT	SIK3
ARNT	SIRT1
ARNT	SIRT2
ARNT	SLC39A10
ARNT	SLK
ARNT	SMAD9
ARNT	SMC3
ARNT	SMG6
ARNT	SMIM4
ARNT	SNRK
ARNT	SNRNP48
ARNT	SNRPA
ARNT	SOCS5
ARNT	SPATA5
ARNT	SPIN1
ARNT	SPPL3
ARNT	SPTLC2
ARNT	ST6GALNAC3
ARNT	SUPT16H
ARNT	SYNJ2
ARNT	SYNRG
ARNT	TADA1
ARNT	TAF1
ARNT	TALDO1
ARNT	TANGO6
ARNT	TAZ
ARNT	TBC1D14
