sample	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score
TCGA-B9-5155-01	0.556646024	0.594072199	-0.037426175
TCGA-B9-5156-01	0.631484503	0.76913625	-0.137651748
TCGA-B9-7268-01	0.670602865	0.593281408	0.077321457
TCGA-B9-A44B-01	-0.743315802	0.369308514	-1.112624316
TCGA-B9-A5W7-01	0.541780762	0.588958813	-0.047178051
TCGA-B9-A5W8-01	0.515369693	0.394484203	0.12088549
TCGA-B9-A5W9-01	0.761417241	0.545950958	0.215466283
TCGA-B9-A69E-01	0.589985293	0.467008494	0.122976799
TCGA-B9-A8YH-01	0.617122608	0.34029968	0.276822928
TCGA-B9-A8YI-01	0.732220513	0.471485825	0.260734687
TCGA-BQ-5875-01	0.657592613	0.520721185	0.136871427
TCGA-BQ-5875-11	0.768147444	-0.421705704	1.189853149
TCGA-BQ-5876-01	0.756142369	0.702494394	0.053647974
TCGA-BQ-5877-01	-0.45254973	0.454208545	-0.906758274
TCGA-BQ-5877-11	0.834758425	0.403992973	0.430765452
TCGA-BQ-5878-01	0.54828897	0.832755637	-0.284466667
TCGA-BQ-5878-11	0.750529988	0.435217428	0.31531256
TCGA-BQ-5879-01	-0.290270325	0.811262891	-1.101533217
TCGA-BQ-5879-11	0.851534503	-0.417543379	1.269077881
TCGA-BQ-5880-01	0.629699778	0.406505352	0.223194425
TCGA-BQ-5881-01	0.710173575	-0.454746896	1.164920471
TCGA-BQ-5882-01	0.410009951	0.487525433	-0.077515482
TCGA-BQ-5882-11	0.717572189	0.473223056	0.244349132
TCGA-BQ-5883-01	0.720680001	0.422359094	0.298320907
TCGA-BQ-5884-01	0.294502777	0.523681448	-0.22917867
TCGA-BQ-5884-11	0.804798346	0.41742024	0.387378107
TCGA-BQ-5885-01	0.294693877	0.405756272	-0.111062396
TCGA-BQ-5886-01	0.764820704	-0.458605662	1.223426367
TCGA-BQ-5887-01	-0.505053052	0.40723907	-0.912292122
TCGA-BQ-5887-11	0.751782895	-0.395858337	1.147641232
TCGA-BQ-5888-01	0.454867002	0.476065069	-0.021198067
TCGA-BQ-5888-11	0.795757719	0.42033274	0.375424979
TCGA-BQ-5889-01	-0.634879953	-0.467080646	-0.167799307
TCGA-BQ-5890-01	0.444907734	0.416209476	0.028698259
TCGA-BQ-5890-11	0.628081569	-0.460463925	1.088545493
TCGA-BQ-5891-01	0.476219907	0.50797943	-0.031759523
TCGA-BQ-5891-11	0.798218969	-0.457047485	1.255266454
TCGA-BQ-5892-01	0.682164626	0.956450618	-0.274285992
TCGA-BQ-5893-01	0.612857907	0.518478816	0.094379091
TCGA-BQ-5894-01	-0.465858249	-0.414707605	-0.051150644
TCGA-BQ-5894-11	0.926570823	-0.478515638	1.405086461
TCGA-BQ-7044-01	0.527857701	-0.439818738	0.967676439
TCGA-BQ-7044-11	0.92766583	-0.508614231	1.436280061
TCGA-BQ-7045-01	0.462037307	0.429790393	0.032246914
TCGA-BQ-7045-11	0.660084213	0.507154395	0.152929818
TCGA-BQ-7046-01	0.62419246	0.637628219	-0.013435759
TCGA-BQ-7046-11	0.756844491	-0.425280983	1.182125474
TCGA-BQ-7048-01	0.827175322	0.684717494	0.142457828
TCGA-BQ-7049-01	-0.619349643	0.764877924	-1.384227567
TCGA-BQ-7050-01	0.666076191	0.602527367	0.063548824
TCGA-BQ-7051-01	0.649041965	0.675449503	-0.026407537
TCGA-BQ-7051-11	0.671019725	0.402579846	0.268439879
TCGA-BQ-7053-01	0.730233782	0.63681588	0.093417902
TCGA-BQ-7055-01	0.742567027	0.361068939	0.381498087
TCGA-BQ-7055-11	0.734482032	-0.3954439	1.129925933
TCGA-BQ-7056-01	0.651235244	-0.56872517	1.219960413
TCGA-BQ-7058-01	0.585445483	-0.431713188	1.017158671
TCGA-BQ-7059-01	0.697181268	0.542331493	0.154849775
TCGA-BQ-7059-11	0.797635818	-0.46964108	1.267276898
TCGA-BQ-7060-01	0.706818916	0.40592863	0.300890286
TCGA-BQ-7061-01	0.549175173	0.571105753	-0.02193058
TCGA-BQ-7061-11	0.796599036	0.53309684	0.263502196
TCGA-BQ-7062-01	0.463442272	0.542479386	-0.079037115
TCGA-DW-5560-01	-0.474697101	-0.48166721	0.006970109
TCGA-DW-5561-01	0.548164126	0.446566308	0.101597818
TCGA-DW-7834-01	0.584303963	0.697444183	-0.11314022
TCGA-DW-7836-01	0.632957025	0.345994489	0.286962536
TCGA-DW-7837-01	0.572553541	0.420209715	0.152343826
TCGA-DW-7838-01	0.745269777	0.467877053	0.277392723
TCGA-DW-7839-01	0.473158212	-0.51464318	0.987801392
TCGA-DW-7840-01	0.51714117	-0.418530731	0.935671901
TCGA-DW-7841-01	0.516657164	-0.429779359	0.946436523
TCGA-DW-7842-01	0.258282071	0.525183622	-0.266901551
TCGA-DW-7963-01	0.681832746	0.540581769	0.141250978
TCGA-DZ-6131-01	-0.264238409	0.530262295	-0.794500704
TCGA-DZ-6131-11	0.735335033	-0.457725005	1.193060038
TCGA-DZ-6132-01	-0.367600666	0.5815577	-0.949158366
TCGA-DZ-6132-11	0.357641169	-0.457600029	0.815241197
TCGA-DZ-6133-01	0.493331736	0.735795587	-0.242463851
TCGA-DZ-6133-11	0.757966009	-0.429347395	1.187313404
TCGA-DZ-6134-01	0.635201844	0.449681636	0.185520209
TCGA-DZ-6134-11	0.787914922	0.429699028	0.358215894
TCGA-DZ-6135-01	-0.394883178	0.778891272	-1.173774449
TCGA-EV-5901-01	-0.634662314	0.785056508	-1.419718822
TCGA-EV-5902-01	0.478100404	0.507547626	-0.029447221
TCGA-EV-5903-01	0.408042025	0.882748299	-0.474706274
TCGA-F9-A4JJ-01	0.44407537	-0.49400513	0.938080499
TCGA-F9-A7Q0-01	0.372784652	-0.458677602	0.831462254
TCGA-F9-A7VF-01	0.607919912	-0.654949349	1.262869261
TCGA-F9-A8NY-01	0.674601169	0.467870218	0.206730951
TCGA-F9-A97G-01	0.748594725	0.726527209	0.022067515
TCGA-G7-6789-01	-0.51616338	0.495995689	-1.012159068
TCGA-G7-6790-01	0.59308893	0.9333876	-0.34029867
TCGA-G7-6792-01	0.209213426	0.357798702	-0.148585276
TCGA-G7-6793-01	-0.530788204	0.666462556	-1.197250759
TCGA-G7-6795-01	0.406984028	-0.383186673	0.7901707
TCGA-G7-6796-01	0.640612524	0.414209788	0.226402736
TCGA-G7-6797-01	0.31674183	0.40436771	-0.08762588
TCGA-G7-7501-01	0.522813761	0.404814166	0.117999594
TCGA-G7-7502-01	0.511304221	0.455954456	0.055349765
TCGA-G7-A4TM-01	0.397580754	0.50680276	-0.109222005
TCGA-G7-A8LB-01	0.394372631	-0.492945976	0.887318607
TCGA-G7-A8LC-01	0.622549762	0.389515939	0.233033823
TCGA-G7-A8LD-01	-0.620814164	0.780864308	-1.401678472
TCGA-G7-A8LE-01	-0.308406317	0.798547691	-1.106954008
TCGA-GL-6846-01	0.343067311	0.877533298	-0.534465987
TCGA-GL-6846-11	0.798399232	-0.471469999	1.269869232
TCGA-GL-7773-01	0.381573065	0.65601649	-0.274443425
TCGA-GL-7966-01	0.183830041	0.651634589	-0.467804548
TCGA-GL-7966-11	0.592964692	-0.457845702	1.050810394
TCGA-GL-8500-01	0.618873254	-0.610194298	1.229067552
TCGA-GL-A4EM-01	0.707285273	0.446263826	0.261021447
TCGA-GL-A59R-01	0.625429279	0.659701212	-0.034271933
TCGA-GL-A59R-11	0.815963677	-0.466508501	1.282472178
TCGA-GL-A59T-01	0.750047162	0.530412132	0.21963503
TCGA-GL-A9DC-01	0.350130182	0.549873905	-0.199743724
TCGA-GL-A9DD-01	0.610720943	0.553031808	0.057689135
TCGA-GL-A9DE-01	0.747374828	0.420698977	0.326675851
TCGA-GL-A9DE-11	0.755680774	-0.428227104	1.183907878
TCGA-HE-7128-01	0.462588206	0.677036722	-0.214448516
TCGA-HE-7129-01	0.619506028	0.578899026	0.040607001
TCGA-HE-7130-01	-0.63324914	-0.46403547	-0.16921367
TCGA-HE-A5NF-01	0.675662706	0.529475052	0.146187654
TCGA-HE-A5NH-01	0.547573855	0.505938838	0.041635017
TCGA-HE-A5NI-01	0.458958071	0.500664234	-0.041706162
TCGA-HE-A5NJ-01	-0.372046043	0.549733029	-0.921779072
TCGA-HE-A5NK-01	0.472232288	-0.519426455	0.991658743
TCGA-HE-A5NL-01	0.634425869	0.502009408	0.132416461
TCGA-IA-A40U-01	0.730353108	0.448135958	0.28221715
TCGA-IA-A40X-01	0.513247782	0.343239894	0.170007888
TCGA-IA-A40Y-01	-0.566861227	-0.587878115	0.021016889
TCGA-IA-A83S-01	0.669919573	0.478204356	0.191715216
TCGA-IA-A83T-01	0.242639526	-0.34432387	0.586963396
TCGA-IA-A83V-01	0.380032494	-0.592974054	0.973006548
TCGA-IA-A83W-01	-0.33704936	0.381490421	-0.718539781
TCGA-IZ-8195-01	0.810018717	0.545604664	0.264414053
TCGA-IZ-8196-01	0.553200449	0.423880886	0.129319562
TCGA-IZ-A6M8-01	0.545332167	-0.492359481	1.037691647
TCGA-IZ-A6M9-01	-0.181773759	-0.415513528	0.233739769
TCGA-J7-6720-01	0.736280269	0.420581302	0.315698968
TCGA-J7-8537-01	-0.250357435	0.707642897	-0.958000332
TCGA-J7-A8I2-01	-0.570035467	-0.762415039	0.192379572
TCGA-KV-A6GD-01	0.775447916	-0.392142385	1.167590301
TCGA-KV-A6GE-01	0.720419378	-0.518686531	1.239105909
TCGA-KV-A74V-01	0.706794647	0.34622908	0.360565567
TCGA-MH-A55W-01	0.519987016	0.608481622	-0.088494607
TCGA-MH-A55Z-01	0.591792012	-0.730918926	1.322710938
TCGA-MH-A560-01	0.757089484	0.449901918	0.307187565
TCGA-MH-A561-01	0.590884773	0.422913676	0.167971097
TCGA-MH-A562-01	0.423471837	-0.903283294	1.326755131
TCGA-MH-A854-01	0.447808717	-0.574751503	1.02256022
TCGA-MH-A855-01	0.702585351	0.471514476	0.231070874
TCGA-MH-A856-01	-0.436083318	0.463020766	-0.899104084
TCGA-MH-A857-01	0.850860538	0.39364705	0.457213487
TCGA-O9-A75Z-01	0.252225449	0.574480086	-0.322254637
TCGA-P4-A5E6-01	0.25221916	-0.792984982	1.045204142
TCGA-P4-A5E7-01	0.707424993	0.65545295	0.051972043
TCGA-P4-A5E8-01	-0.231523559	0.393154943	-0.624678502
TCGA-P4-A5E8-11	0.734060146	-0.507463204	1.241523349
TCGA-P4-A5EA-01	-0.292737421	-0.441471353	0.148733932
TCGA-P4-A5EB-01	0.751093582	0.466005289	0.285088293
TCGA-P4-A5ED-01	-0.714721008	-0.528442839	-0.18627817
TCGA-P4-A5ED-11	0.767031736	-0.470358379	1.237390115
TCGA-P4-AAVK-01	0.807939513	-0.519253695	1.327193209
TCGA-P4-AAVL-01	-0.299504865	-0.450968223	0.151463358
TCGA-P4-AAVM-01	0.729316461	0.37662179	0.352694671
TCGA-P4-AAVO-01	0.734129809	-0.398047805	1.132177615
TCGA-PJ-A5Z8-01	0.416911619	0.55734063	-0.140429011
TCGA-PJ-A5Z9-01	0.723188186	0.621887916	0.10130027
TCGA-Q2-A5QZ-01	0.327494335	-0.393528203	0.721022537
TCGA-SX-A71R-01	0.264779686	-0.477364898	0.742144584
TCGA-SX-A71S-01	0.274024622	0.312883795	-0.038859173
TCGA-SX-A71U-01	0.535513342	0.602020511	-0.06650717
TCGA-SX-A71V-01	0.749452669	0.430496355	0.318956313
TCGA-SX-A71W-01	0.669974144	-0.27622119	0.946195333
TCGA-SX-A7SL-01	0.593643605	-0.378106168	0.971749773
TCGA-SX-A7SM-01	0.635094572	0.595690898	0.039403674
TCGA-SX-A7SN-01	0.434464696	0.431992719	0.002471976
TCGA-SX-A7SO-01	0.729483811	0.559049806	0.170434005
TCGA-SX-A7SP-01	0.580206044	0.371394892	0.208811152
TCGA-SX-A7SQ-01	0.565190147	0.452478501	0.112711646
TCGA-SX-A7SR-01	0.630648668	0.477634491	0.153014177
TCGA-SX-A7SS-01	0.627895916	-0.663014572	1.290910489
TCGA-SX-A7SU-01	0.261162492	0.371971785	-0.110809294
TCGA-UN-AAZ9-01	0.528294563	-0.467075136	0.995369699
TCGA-UZ-A9PJ-01	0.54501939	0.49414043	0.05087896
TCGA-UZ-A9PK-01	0.628783241	0.591503327	0.037279914
TCGA-UZ-A9PL-01	-0.488168164	-0.30016533	-0.188002835
TCGA-UZ-A9PM-01	0.542497404	0.427606824	0.11489058
TCGA-UZ-A9PN-01	0.41277731	0.568187071	-0.155409761
TCGA-UZ-A9PO-01	0.801823641	0.426886307	0.374937334
TCGA-UZ-A9PP-01	0.178477369	-0.385682856	0.564160225
TCGA-UZ-A9PQ-01	0.574323034	0.44706547	0.127257564
TCGA-UZ-A9PR-01	0.294347207	-0.461401832	0.755749039
TCGA-UZ-A9PS-01	0.598668345	0.606476002	-0.007807657
TCGA-UZ-A9PS-05	0.587788549	0.706966095	-0.119177546
TCGA-UZ-A9PU-01	0.47824864	0.384616455	0.093632185
TCGA-UZ-A9PV-01	0.613031454	0.501624933	0.111406521
TCGA-UZ-A9PX-01	0.500140449	0.377096868	0.12304358
TCGA-UZ-A9PZ-01	0.481472612	-0.37928892	0.860761533
TCGA-UZ-A9Q0-01	-0.203835364	-0.54123309	0.337397725
TCGA-UZ-A9Q1-01	0.721284163	0.420487167	0.300796996
TCGA-V9-A7HT-01	0.558400196	0.625109486	-0.06670929
TCGA-WN-A9G9-01	-0.437910318	-0.434073243	-0.003837075
TCGA-WN-AB4C-01	0.698096996	-0.597893028	1.295990024
TCGA-Y8-A894-01	-0.424077668	-0.383907225	-0.040170443
TCGA-Y8-A895-01	0.573884873	-0.486029066	1.059913939
TCGA-Y8-A896-01	0.290338129	0.557897681	-0.267559552
TCGA-Y8-A897-01	0.530374926	0.406402177	0.123972749
TCGA-Y8-A898-01	0.704967232	0.310917741	0.394049491
TCGA-Y8-A8RY-01	0.620349277	0.454117865	0.166231411
TCGA-Y8-A8RY-11	0.757860048	-0.45742922	1.215289268
TCGA-Y8-A8RZ-01	0.51471581	-0.477540731	0.992256541
TCGA-Y8-A8S0-01	0.658963849	0.334168501	0.324795347
TCGA-Y8-A8S1-01	-0.281958097	0.402645104	-0.684603201
TCGA-2J-AAB1-01	-0.69077358	-0.645398322	-0.045375258
TCGA-2J-AAB4-01	-0.606373846	0.693873186	-1.300247033
TCGA-2J-AAB6-01	-0.457921823	-0.382105266	-0.075816557
TCGA-2J-AAB8-01	-0.65529491	0.302536692	-0.957831602
TCGA-2J-AAB9-01	-0.478373019	-0.486712413	0.008339394
TCGA-2J-AABA-01	-0.647700129	-0.545499517	-0.102200611
TCGA-2J-AABE-01	-0.662627582	-0.656223462	-0.00640412
TCGA-2J-AABF-01	-0.729031068	0.597391464	-1.326422532
TCGA-2J-AABH-01	-0.675107779	-0.244134461	-0.430973318
TCGA-2J-AABI-01	-0.599898656	0.378710154	-0.978608809
TCGA-2J-AABK-01	-0.490668921	0.39428879	-0.884957711
TCGA-2J-AABO-01	-0.655947788	-0.329027942	-0.326919846
TCGA-2J-AABP-01	-0.259427429	0.531189862	-0.790617291
TCGA-2J-AABR-01	-0.719370108	-0.730597445	0.011227337
TCGA-2J-AABT-01	-0.209825417	-0.853288263	0.643462847
TCGA-2J-AABU-01	-0.717340706	-0.379178165	-0.338162541
TCGA-2J-AABV-01	0.289992623	-0.838231581	1.128224204
TCGA-2L-AAQA-01	-0.535332828	-0.346174478	-0.18915835
TCGA-2L-AAQE-01	-0.588185015	0.530367092	-1.118552106
TCGA-2L-AAQI-01	-0.517785744	-0.583416683	0.065630939
TCGA-2L-AAQJ-01	-0.719983724	0.402542142	-1.122525866
TCGA-2L-AAQL-01	-0.53366152	-0.8185934	0.28493188
TCGA-2L-AAQM-01	-0.231627694	-0.255771233	0.024143539
TCGA-3A-A9I5-01	-0.452307313	-0.558750897	0.106443585
TCGA-3A-A9I7-01	-0.731096343	0.705744916	-1.436841259
TCGA-3A-A9I9-01	-0.610672481	-0.612209908	0.001537426
TCGA-3A-A9IB-01	-0.812764133	0.537935759	-1.350699892
TCGA-3A-A9IC-01	-0.72747759	0.453567975	-1.181045565
TCGA-3A-A9IH-01	0.264602507	0.48209939	-0.217496884
TCGA-3A-A9IJ-01	0.34475114	-0.668494367	1.013245507
TCGA-3A-A9IL-01	-0.569996749	0.78213326	-1.352130009
TCGA-3A-A9IN-01	-0.684825742	0.558936991	-1.243762733
TCGA-3A-A9IO-01	-0.347843256	0.734582166	-1.082425421
TCGA-3A-A9IR-01	-0.399310582	-0.390606821	-0.008703761
TCGA-3A-A9IS-01	-0.333062077	0.466407103	-0.79946918
TCGA-3A-A9IU-01	-0.655455936	0.395138689	-1.050594625
TCGA-3A-A9IV-01	-0.407366641	-0.374486639	-0.032880002
TCGA-3A-A9IX-01	-0.687327603	0.648643684	-1.335971287
TCGA-3A-A9IZ-01	-0.569896749	-0.596887497	0.026990748
TCGA-3A-A9J0-01	-0.630711609	-0.632233176	0.001521568
TCGA-3E-AAAY-01	-0.328577845	-0.383727979	0.055150135
TCGA-3E-AAAZ-01	-0.480464202	-0.473210459	-0.007253743
TCGA-F2-6879-01	-0.511716281	0.525280594	-1.036996874
TCGA-F2-6880-01	-0.269525665	-0.59687125	0.327345585
TCGA-F2-7273-01	-0.695135821	0.380356683	-1.075492504
TCGA-F2-7276-01	-0.541691203	0.498755693	-1.040446896
TCGA-F2-A44G-01	-0.584753378	-0.572657826	-0.012095552
TCGA-F2-A44H-01	-0.465759248	-0.479303467	0.01354422
TCGA-F2-A7TX-01	-0.42739179	0.59728669	-1.02467848
TCGA-F2-A8YN-01	0.332822931	0.59035722	-0.257534289
TCGA-FB-A4P5-01	-0.81247348	-0.541689425	-0.270784055
TCGA-FB-A4P6-01	-0.735137275	-0.408058294	-0.327078981
TCGA-FB-A545-01	-0.652374379	0.598918329	-1.251292708
TCGA-FB-A5VM-01	-0.567865202	-0.643867491	0.07600229
TCGA-FB-A78T-01	-0.760985261	0.320943271	-1.081928532
TCGA-FB-A7DR-01	-0.780063103	-0.60156044	-0.178502663
TCGA-FB-AAPP-01	0.554046111	-0.718902238	1.272948349
TCGA-FB-AAPQ-01	-0.44172608	-0.245055416	-0.196670664
TCGA-FB-AAPS-01	-0.67999105	-0.394831915	-0.285159135
TCGA-FB-AAPU-01	-0.427007077	-0.809197799	0.382190722
TCGA-FB-AAPY-01	-0.595286924	-0.333698744	-0.261588181
TCGA-FB-AAPZ-01	-0.817719467	-0.590523003	-0.227196464
TCGA-FB-AAQ0-01	-0.508056183	-0.828237655	0.320181472
TCGA-FB-AAQ1-01	-0.708779122	0.602468575	-1.311247697
TCGA-FB-AAQ2-01	-0.641113563	0.550240679	-1.191354242
TCGA-FB-AAQ3-01	0.473877572	-0.704860164	1.178737737
TCGA-FB-AAQ6-01	-0.428330495	-0.458242216	0.02991172
TCGA-H6-8124-01	-0.464664224	0.739391342	-1.204055566
TCGA-H6-8124-11	-0.468173813	-0.323978995	-0.144194819
TCGA-H6-A45N-01	-0.817424934	-0.432619748	-0.384805186
TCGA-H6-A45N-11	-0.470397273	0.440272459	-0.910669733
TCGA-H8-A6C1-01	-0.690477598	-0.637416076	-0.053061522
TCGA-HV-A5A3-01	-0.681942116	-0.574923721	-0.107018395
TCGA-HV-A5A3-11	-0.464844131	0.391219154	-0.856063285
TCGA-HV-A5A4-01	-0.700512171	-0.797383342	0.096871171
TCGA-HV-A5A5-01	-0.716797048	0.461092679	-1.177889727
TCGA-HV-A5A6-01	-0.514663939	0.585559982	-1.10022392
TCGA-HV-A7OL-01	-0.55351638	-0.588410369	0.03489399
TCGA-HV-A7OP-01	-0.302198812	-0.748331394	0.446132582
TCGA-HV-AA8V-01	-0.809784185	-0.704556328	-0.105227858
TCGA-HV-AA8X-01	-0.288444113	0.317126937	-0.605571049
TCGA-HZ-7289-01	-0.450983959	0.691316388	-1.142300347
TCGA-HZ-7918-01	-0.495615682	0.38727014	-0.882885821
TCGA-HZ-7919-01	-0.619681461	-0.457458227	-0.162223235
TCGA-HZ-7920-01	-0.379990093	0.735627923	-1.115618016
TCGA-HZ-7922-01	-0.733688664	-0.464259794	-0.269428869
TCGA-HZ-7923-01	-0.591177043	-0.251342615	-0.339834428
TCGA-HZ-7924-01	0.231534982	-0.577875704	0.809410686
TCGA-HZ-7925-01	-0.568049344	0.411718603	-0.979767947
TCGA-HZ-7926-01	-0.626412484	0.631619714	-1.258032198
TCGA-HZ-8001-01	-0.433059812	-0.687317071	0.254257259
TCGA-HZ-8002-01	-0.539111841	0.823300545	-1.362412385
TCGA-HZ-8003-01	-0.546024583	-0.411530473	-0.13449411
TCGA-HZ-8005-01	-0.674920246	0.753372773	-1.428293018
TCGA-HZ-8315-01	-0.679955724	-0.425128463	-0.254827261
TCGA-HZ-8317-01	-0.376938706	-0.713834624	0.336895918
TCGA-HZ-8519-01	-0.640861127	-0.35766334	-0.283197788
TCGA-HZ-8636-01	-0.702763493	0.381580254	-1.084343746
TCGA-HZ-8637-01	0.332549988	0.442738726	-0.110188738
TCGA-HZ-8638-01	-0.28939793	-0.546037761	0.256639831
TCGA-HZ-A49G-01	-0.705351583	-0.374818541	-0.330533041
TCGA-HZ-A49H-01	-0.451312655	-0.465866769	0.014554114
TCGA-HZ-A49I-01	-0.762121317	-0.427769361	-0.334351956
TCGA-HZ-A4BH-01	-0.732506064	0.677802054	-1.410308117
TCGA-HZ-A4BK-01	-0.772814018	-0.624013967	-0.148800051
TCGA-HZ-A77O-01	-0.532768324	0.484003076	-1.0167714
TCGA-HZ-A77P-01	-0.232337007	-0.747637607	0.5153006
TCGA-HZ-A77Q-01	-0.753412836	-0.635750382	-0.117662454
TCGA-HZ-A8P0-01	-0.422027956	-0.470909431	0.048881475
TCGA-HZ-A8P1-01	-0.393674878	-0.712110452	0.318435574
TCGA-HZ-A9TJ-01	-0.374868528	0.848860424	-1.223728952
TCGA-HZ-A9TJ-06	-0.559993702	0.741974905	-1.301968607
TCGA-IB-7644-01	-0.614555782	-0.761930829	0.147375047
TCGA-IB-7645-01	-0.473668674	0.586325851	-1.059994524
TCGA-IB-7646-01	-0.309494794	-0.459236573	0.149741778
TCGA-IB-7647-01	-0.639141701	0.66942897	-1.308570671
TCGA-IB-7649-01	-0.489844326	0.551037903	-1.040882229
TCGA-IB-7651-01	-0.670631996	0.37260425	-1.043236246
TCGA-IB-7652-01	-0.539215891	0.411364889	-0.95058078
TCGA-IB-7654-01	-0.643836514	0.679016805	-1.322853319
TCGA-IB-7885-01	-0.745694029	-0.658923226	-0.086770803
TCGA-IB-7886-01	-0.169546806	0.392137652	-0.561684459
TCGA-IB-7887-01	-0.6318583	-0.649974903	0.018116602
TCGA-IB-7888-01	-0.494608669	0.599923993	-1.094532662
TCGA-IB-7889-01	-0.258406321	-0.596924857	0.338518536
TCGA-IB-7890-01	-0.696293532	0.374308723	-1.070602255
TCGA-IB-7891-01	-0.465463681	0.682077031	-1.147540713
TCGA-IB-7893-01	-0.382465308	0.392865853	-0.77533116
TCGA-IB-7897-01	-0.593286853	0.571581351	-1.164868204
TCGA-IB-8126-01	-0.470911271	-0.524139024	0.053227753
TCGA-IB-8127-01	-0.583751024	0.685094574	-1.268845598
TCGA-IB-A5SO-01	-0.734915163	-0.742249002	0.007333838
TCGA-IB-A5SP-01	-0.310404445	0.521808159	-0.832212604
TCGA-IB-A5SQ-01	-0.62887027	0.369603821	-0.998474091
TCGA-IB-A5SS-01	-0.828634278	-0.39876191	-0.429872368
TCGA-IB-A5ST-01	-0.734856373	0.507448358	-1.242304731
TCGA-IB-A6UF-01	-0.334332818	-0.605445189	0.271112372
TCGA-IB-A6UG-01	-0.550795043	0.372613111	-0.923408154
TCGA-IB-A7LX-01	-0.851560542	-0.716301004	-0.135259538
TCGA-IB-A7M4-01	-0.528990318	0.773645812	-1.30263613
TCGA-IB-AAUM-01	-0.449088281	-0.5658451	0.116756819
TCGA-IB-AAUN-01	-0.664849357	-0.461575246	-0.203274111
TCGA-IB-AAUO-01	-0.730324003	-0.32551589	-0.404808113
TCGA-IB-AAUP-01	-0.728409288	-0.47085739	-0.257551898
TCGA-IB-AAUQ-01	-0.738497706	0.605723741	-1.344221447
TCGA-IB-AAUR-01	-0.734047363	0.345714161	-1.079761524
TCGA-IB-AAUS-01	-0.792121575	0.47645582	-1.268577395
TCGA-IB-AAUT-01	-0.695678328	-0.419162914	-0.276515415
TCGA-IB-AAUU-01	-0.822581172	-0.582098039	-0.240483132
TCGA-IB-AAUV-01	-0.779588435	0.504099019	-1.283687455
TCGA-IB-AAUW-01	-0.405473347	0.545098279	-0.950571626
TCGA-L1-A7W4-01	-0.317976778	0.627791675	-0.945768452
TCGA-LB-A7SX-01	-0.44189464	-0.639368853	0.197474213
TCGA-LB-A8F3-01	-0.510487543	-0.610985243	0.1004977
TCGA-LB-A9Q5-01	-0.58144232	0.505566465	-1.087008785
TCGA-M8-A5N4-01	-0.831124755	0.4789841	-1.310108855
TCGA-OE-A75W-01	-0.582411754	-0.580020267	-0.002391487
TCGA-PZ-A5RE-01	-0.604632792	-0.638857611	0.034224819
TCGA-Q3-A5QY-01	-0.703111496	0.33629294	-1.039404436
TCGA-Q3-AA2A-01	-0.490688993	-0.542196773	0.051507781
TCGA-RB-A7B8-01	-0.715789272	-0.684837015	-0.030952258
TCGA-RB-AA9M-01	-0.740197355	0.668180708	-1.408378062
TCGA-RL-AAAS-01	-0.462491023	-0.783175723	0.320684701
TCGA-S4-A8RM-01	-0.544518265	-0.801632067	0.257113802
TCGA-S4-A8RO-01	-0.473250908	0.477299123	-0.950550031
TCGA-S4-A8RP-01	-0.718657357	-0.635375995	-0.083281362
TCGA-US-A774-01	-0.616800501	-0.515059801	-0.1017407
TCGA-US-A776-01	-0.421081722	-0.610864473	0.189782751
TCGA-US-A779-01	-0.290580167	-0.635417305	0.344837138
TCGA-US-A77E-01	-0.67393795	-0.558126281	-0.115811668
TCGA-US-A77G-01	-0.668315877	0.472671401	-1.140987278
TCGA-US-A77J-01	-0.572907259	-0.589134734	0.016227475
TCGA-XD-AAUG-01	-0.700162975	0.580503251	-1.280666226
TCGA-XD-AAUH-01	-0.526506278	0.721288378	-1.247794656
TCGA-XD-AAUI-01	-0.503956762	-0.28938828	-0.214568482
TCGA-XD-AAUL-01	-0.717073146	-0.851424662	0.134351517
TCGA-XN-A8T3-01	-0.752604153	-0.42500221	-0.327601943
TCGA-XN-A8T5-01	-0.807283632	0.556954772	-1.364238403
TCGA-YB-A89D-01	-0.704717432	0.50154671	-1.206264142
TCGA-YB-A89D-11	-0.685353673	0.658421575	-1.343775248
TCGA-YH-A8SY-01	-0.743905199	-0.595350699	-0.148554499
TCGA-YY-A8LH-01	-0.737515142	0.350818781	-1.088333923
TCGA-Z5-AAPL-01	-0.434077804	-0.22303229	-0.211045514
TCGA-3B-A9HI-01	-0.491574163	0.413893498	-0.905467661
TCGA-3B-A9HJ-01	-0.600847482	0.481650468	-1.08249795
TCGA-3B-A9HL-01	-0.531563394	0.385578229	-0.917141623
TCGA-3B-A9HO-01	-0.215688657	0.446406205	-0.662094862
TCGA-3B-A9HP-01	-0.354498306	0.471448375	-0.82594668
TCGA-3B-A9HQ-01	-0.26367032	0.611842508	-0.875512828
TCGA-3B-A9HR-01	-0.494713079	0.610525571	-1.10523865
TCGA-3B-A9HS-01	-0.612509291	0.678885777	-1.291395068
TCGA-3B-A9HT-01	-0.300012494	0.740432307	-1.040444801
TCGA-3B-A9HU-01	-0.465246145	0.587646191	-1.052892336
TCGA-3B-A9HV-01	-0.586139384	-0.518519425	-0.067619959
TCGA-3B-A9HX-01	-0.652799576	0.668559216	-1.321358793
TCGA-3B-A9HY-01	-0.590301925	0.658441002	-1.248742926
